,Finance Year,Dispatch Date,Month,Business,Customer name,Marketing Rep.,Type,Pack Cat,Pack Type,Uni - Blend,Quantity (Kg),CY QTY (MT),Value (₹),CY Val(Lakhs),Destination,Country,Region,Budget Vol(MT),Budget Value (₹),Budget Val(Lakhs),LY QTY (MT),LY Val(Lakhs)
868,FY'2024-25,2024-07-01,JUL,NCL,CRASTAN S.P.A.,Balaji,SD,Bulk,Bulk,G-1280,,,,,Genoa,ITALY,EU,93.75,67410000.0,674.1,,
869,FY'2024-25,2024-07-01,JUL,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2097,,,,,Cat Lai Port,VIETNAM,Rest of Asia,0.0,0.0,0.0,,
870,FY'2024-25,2024-07-01,JUL,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2097,,,,,Cat Lai Port,VIETNAM,Rest of Asia,112.5,69457500.0,694.575,,
871,FY'2024-25,2024-07-01,JUL,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2097,,,,,Cat Lai Port,VIETNAM,Rest of Asia,0.0,0.0,0.0,,
872,FY'2024-25,2024-07-01,JUL,NCL,TNI KING COFFEE CO. LTD.,Ravi Sai,SD,Bulk,Bulk,G-622,,,,,Binh duong province,VIETNAM,Rest of Asia,20.0,14280000.0,142.8,,
873,FY'2024-25,2024-07-01,JUL,NCL,VOLCAFE,Ravi Sai,SD,Bulk,Bulk,G-1948,,,,,Ho Chi Minh,VIETNAM,Rest of Asia,18.75,6867000.000000001,68.67000000000002,,
874,FY'2024-25,2024-07-01,JUL,NCL,STRAUSS,Ravi Sai,SD,Bulk,Bulk,NCL-III,,,,,Haifa,ISRAEL,AMEA,200.0,30240000.0,302.4,,
875,FY'2024-25,2024-07-01,JUL,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,,,,,HCMC,VIETNAM,Rest of Asia,75.0,53550000.0,535.5,,
876,FY'2024-25,2024-07-01,JUL,NCL,SHANGHAI HUAKAI,Prabin,SD,Bulk,Bulk,HK-350,,,,,Shanghai,CHINA,Rest of Asia,18.75,13387500.0,133.875,,
877,FY'2024-25,2024-07-01,JUL,NCL,SHANGHAI HUAKAI,Prabin,SD,Bulk,Bulk,HK-1376,,,,,Shanghai,CHINA,Rest of Asia,18.75,7875000.0,78.75,,
878,FY'2024-25,2024-07-01,JUL,NCL,SHANGHAI HUAKAI,Prabin,SD,Bulk,Bulk,G-690,,,,,Shanghai,CHINA,Rest of Asia,0.0,0.0,0.0,,
879,FY'2024-25,2024-07-01,JUL,NCL,SHANGHAI HUAKAI,Prabin,SD,Bulk,Bulk,HK-1526,,,,,Shanghai,CHINA,Rest of Asia,0.0,0.0,0.0,,
880,FY'2024-25,2024-07-01,JUL,NCL,M.A.I.F. TRADING,Prabin,SD,Bulk,Bulk,G-1875,,,,,Bangkok,THAILAND,Rest of Asia,18.75,12442500.0,124.425,,
881,FY'2024-25,2024-07-01,JUL,NCL,STE GOLDEN FOODS,Prabin,SD,Bulk,Bulk,SD-2309,,,,,Rades,TUNISIA,AMEA,0.0,0.0,0.0,,
882,FY'2024-25,2024-07-01,JUL,NCL,BELMONT TRADE & COMMERCE LLP,Prabin,SD,Bulk,Bulk,G-2227,,,,,Veracruz,Mexico,NAR,0.0,0.0,0.0,,
883,FY'2024-25,2024-07-01,JUL,NCL,STRAUSS,Ravi Sai,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,0.0,0.0,0.0,,
884,FY'2024-25,2024-07-01,JUL,NCL,NEW FD CUSTOMERS-Ravi Sai,Ravi Sai,FD,Bulk,Bulk,NCL FD/5,,,,,,INDIA,Rest of Asia,0.0,0.0,0.0,,
885,FY'2024-25,2024-07-01,JUL,NCL,NEW FD CUSTOMERS-Ravi Sai,Ravi Sai,FD,Bulk,Bulk,NCL FD/3,,,,,,INDIA,Rest of Asia,0.0,0.0,0.0,,
886,FY'2024-25,2024-07-01,JUL,NCL,NEW CUSTOMERS-Ravi Sai,Ravi Sai,SD,Bulk,Bulk,NCL-5,,,,,,INDIA,Rest of Asia,562.5,403514999.99999994,4035.149999999999,,
887,FY'2024-25,2024-07-01,JUL,NCL,NEW CUSTOMERS-Balaji,Balaji,SD,Bulk,Bulk,NCL-1,,,,,,INDIA,Rest of Asia,337.5,218507625.0,2185.07625,,
888,FY'2024-25,2024-08-01,AUG,EOU-Export,ISTANBUL KAHVE ITHALAT,Ravi Sai,FD,Bulk,Bulk,CCL FD/5(T),,,,,Izmit,TURKEY,AMEA,35.0,23520000.0,235.2,,
889,FY'2024-25,2024-08-01,AUG,EOU-Export,ISTANBUL KAHVE ITHALAT,Ravi Sai,AG,Bulk,Bulk,DK14,,,,,Izmit,TURKEY,AMEA,16.79,11060748.299999999,110.60748299999999,,
890,FY'2024-25,2024-08-01,AUG,EOU-Export,ISTANBUL KAHVE ITHALAT,Ravi Sai,SD,Bulk,Bulk,G-4747,,,,,Izmit,TURKEY,AMEA,0.0,0.0,0.0,,
891,FY'2024-25,2024-08-01,AUG,EOU-Export,KORAY,Ravi Sai,FD,Bulk,Bulk,CCL FD/5(T),,,,,Ambarli,TURKEY,AMEA,35.0,24107999.999999996,241.07999999999996,,
892,FY'2024-25,2024-08-01,AUG,EOU-Export,KORAY,Ravi Sai,FD,Bulk,Bulk,CCL FD/Chicory,,,,,Ambarli,TURKEY,AMEA,35.0,19845000.0,198.45,,
893,FY'2024-25,2024-08-01,AUG,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,1169 (Revised),,,,,Ambarli,TURKEY,AMEA,18.75,10788750.0,107.8875,,
894,FY'2024-25,2024-08-01,AUG,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,Code 20,,,,,Mersin,TURKEY,AMEA,0.0,0.0,0.0,,
895,FY'2024-25,2024-08-01,AUG,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,Code 10,,,,,Mersin,TURKEY,AMEA,18.75,8111250.0,81.1125,,
896,FY'2024-25,2024-08-01,AUG,EOU-Export,FRESH FOOD PTY LTD,Ravi Sai,SD,Bulk,Big Bag,RSP-2763,,,,,Sydney,AUSTRALIA,Oceania,48.4,45534719.99999999,455.34719999999993,,
897,FY'2024-25,2024-08-01,AUG,EOU-Export,BERNHARD ROTHFOS GMBH,Ravi Sai,SD,Bulk,Bulk,G-4543 RA,,,,,Hamburg,GERMANY,EU,12.0,9878400.000000002,98.78400000000002,,
898,FY'2024-25,2024-08-01,AUG,EOU-Export,BERNHARD ROTHFOS GMBH,Ravi Sai,SD,Bulk,Bulk,G-4543,,,,,Hamburg,GERMANY,EU,0.0,0.0,0.0,,
899,FY'2024-25,2024-08-01,AUG,EOU-Export,JUMBO BRANDS,Ravi Sai,SD,Bulk,Bulk,CCL3,,,,,DURBAN,SOUTH AFRICA,AMEA,7.75,6347250.0,63.4725,,
900,FY'2024-25,2024-08-01,AUG,EOU-Export,LINCOLN (HK) LIMITED,Ravi Sai,AG,Small,Can,DF-99,,,,,Conakry,GUINEA,AMEA,0.0,0.0,0.0,,
901,FY'2024-25,2024-08-01,AUG,EOU-Export,LINCOLN (HK) LIMITED,Ravi Sai,AG,Small,Can,DF-99,,,,,Conakry,GUINEA,AMEA,0.0,0.0,0.0,,
902,FY'2024-25,2024-08-01,AUG,EOU-Export,ETS DMS DIALLO,Ravi Sai,AG,Small,Sachet,G-2736,,,,,Conakry,GUINEA,AMEA,0.0,0.0,0.0,,
903,FY'2024-25,2024-08-01,AUG,EOU-Export,STRAUSS,Ravi Sai,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,33.58,26232696.0,262.32696,,
904,FY'2024-25,2024-08-01,AUG,EOU-Export,STRAUSS,Ravi Sai,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,0.0,0.0,0.0,,
905,FY'2024-25,2024-08-01,AUG,EOU-Export,STE PRATHNA,Ravi Sai,AG,Small,Can,G-4747,,,,,Tema,WEST AFRICA,AMEA,0.0,0.0,0.0,,
906,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,,,,,Umm Qasr,IRAQ,AMEA,1.08,1233792.0,12.33792,,
907,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
908,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,,,,,Umm Qasr,IRAQ,AMEA,2.16,2220825.6,22.208256000000002,,
909,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
910,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
911,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
912,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Can,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
913,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,,,,,Umm Qasr,IRAQ,AMEA,4.5,2381399.9999999995,23.813999999999997,,
914,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
915,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
916,FY'2024-25,2024-08-01,AUG,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
917,FY'2024-25,2024-08-01,AUG,EOU-Export,NEW CUSTOMERS-Ravi Sai,Ravi Sai,SD,Bulk,Bulk,CCL SD/5,,,,,Middle East,IRAQ,AMEA,0.0,0.0,0.0,,
918,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Small,Stick,DK46,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
919,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Small,Jar,DK46,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
920,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Small,Bulk,G-4915,,,,,Oram,England,AMEA,0.0,0.0,0.0,,
921,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,FD,Bulk,Bulk,CCL FD/5,,,,,Oran,ALGERIA,AMEA,7.13,5839469.999999999,58.39469999999999,,
922,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Bulk,Bulk,CCL SD/5,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
923,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Bulk,Bulk,CCL3,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
924,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,FD,Small,Jar,RFP3025,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
925,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Bulk,Bulk,CCL3,,,,,Le Havre,FRANCE,EU,0.0,0.0,0.0,,
926,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Bulk,Bulk,CCL3,,,,,Le Havre,FRANCE,EU,0.0,0.0,0.0,,
927,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Small,Stick,DK46,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
928,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Small,Jar,CCL SD/5,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
929,FY'2024-25,2024-08-01,AUG,EOU-Export,CCSA,Revanth,SD,Small,Jar,DK46,,,,,LES VERRIERS,SWITZERLAND,EU,0.0,0.0,0.0,,
930,FY'2024-25,2024-08-01,AUG,EOU-Export,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,CCL SD/5,,,,,,SWITZERLAND,EU,0.0,0.0,0.0,,
931,FY'2024-25,2024-08-01,AUG,EOU-Export,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,CCL1,,,,,,SWITZERLAND,EU,18.25,12325320.0,123.2532,,
932,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,AG,Small,Jar,KMWH-AG,,,,,Chicago,USA,NAR,40.0,41328000.0,413.28,,
933,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,AG,Small,Jar,KMWH-AG,,,,,Chicago,USA,NAR,20.0,21310800.0,213.108,,
934,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SDCB-A,,,,,New York,USA,NAR,0.0,0.0,0.0,,
935,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SDCB-PA,,,,,Charleston,USA,NAR,18.75,22522500.0,225.225,,
936,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SDCB-A (O),,,,,New York,USA,NAR,0.0,0.0,0.0,,
937,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SDCB-AR,,,,,New York,USA,NAR,0.0,0.0,0.0,,
938,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Small,Jar,SDCB-132,,,,,New York,USA,NAR,9.58,12875520.000000002,128.75520000000003,,
939,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,AG,Bulk,Bulk,CCL AG/5,,,,,Charleston,USA,NAR,0.0,0.0,0.0,,
940,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 Variant,,,,,Charleston,USA,NAR,37.5,24727500.0,247.275,,
941,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1,,,,,New York,USA,NAR,56.25,41580000.00000001,415.80000000000007,,
942,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 RFA,,,,,New York,USA,NAR,0.0,0.0,0.0,,
943,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 RFA,,,,,Charleston,USA,NAR,0.0,0.0,0.0,,
944,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 RFA,,,,,New York,USA,NAR,37.5,26019000.0,260.19,,
945,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1 RFA,,,,,New York,USA,NAR,0.0,0.0,0.0,,
946,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,DR/5,,,,,Charleston,USA,NAR,18.75,14127749.999999998,141.27749999999997,,
947,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,DR/5,,,,,New York,USA,NAR,0.0,0.0,0.0,,
948,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SD/5 (A),,,,,Pasir Gudang,Malaysia,Rest of Asia,0.0,0.0,0.0,,
949,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Small,Pouch,ISP-24 NB,,,,,St. Louis,USA,NAR,0.0,0.0,0.0,,
950,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,AG,Bulk,Bulk,CE-KAG,,,,,St. Louis,USA,NAR,16.79,7782366.479999998,77.82366479999997,,
951,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,RSP-3116,,,,,New York,USA,NAR,0.0,0.0,0.0,,
952,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,CCL SD/5,,,,,New York,USA,NAR,0.0,0.0,0.0,,
953,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,CCL3,,,,,Melbourne,AUSTRALIA,Oceania,0.0,0.0,0.0,,
954,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,RSP-1585 FT,,,,,Charleston,USA,NAR,0.0,0.0,0.0,,
955,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,AG,Small,Jar,Happy Belly Reg.,,,,,New York,USA,NAR,0.0,0.0,0.0,,
956,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,AG,Small,Jar,Happy Belly Decaf,,,,,New York,USA,NAR,0.0,0.0,0.0,,
957,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,FD,Bulk,Big Bag,RFA RFSF-2033,,,,,New York,USA,NAR,0.0,0.0,0.0,,
958,FY'2024-25,2024-08-01,AUG,EOU-Export,GROUNDUP,Yashwanth,FD,Bulk,Big Bag,RFA RFSF-2854,,,,,New York,USA,NAR,0.0,0.0,0.0,,
959,FY'2024-25,2024-08-01,AUG,EOU-Export,ARASA PHARMACEUTICALS AG,Balaji,SD,Bulk,Bulk,DJ88,,,,,Jebel Ali,UAE,AMEA,0.0,0.0,0.0,,
960,FY'2024-25,2024-08-01,AUG,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,67.16,46823952.0,468.23952,,
961,FY'2024-25,2024-08-01,AUG,EOU-Export,INSTANTA POLAND,Balaji,FD,Bulk,Bulk,CCL FD/5,,,,,Gdynia,POLAND,EU,50.37,33848640.0,338.4864,,
962,FY'2024-25,2024-08-01,AUG,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,50.37,32367762.0,323.67762,,
963,FY'2024-25,2024-08-01,AUG,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,,,,,St. Petersburg,RUSSIA,CIS,33.58,23411976.0,234.11976,,
964,FY'2024-25,2024-08-01,AUG,EOU-Export,SHINEMATE CO LTD,Balaji,SD,Bulk,Bulk,C-5073,,,,,Shanghai,CHINA,Rest of Asia,18.75,14082074.999999998,140.82074999999998,,
965,FY'2024-25,2024-08-01,AUG,EOU-Export,SHINEMATE CO LTD,Balaji,AG,Bulk,Bulk,C-5309,,,,,Shanghai,CHINA,Rest of Asia,0.0,0.0,0.0,,
966,FY'2024-25,2024-08-01,AUG,EOU-Export,SHINEMATE CO LTD,Balaji,SD,Bulk,Bulk,C-5073,,,,,Kaouhsiung,Taiwan,Rest of Asia,0.0,0.0,0.0,,
967,FY'2024-25,2024-08-01,AUG,EOU-Export,CONTINENTAL COMMODITIES,Balaji,AG,Small,Can,CCL AG/5,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
968,FY'2024-25,2024-08-01,AUG,EOU-Export,CONTINENTAL COMMODITIES,Balaji,AG,Small,Can,CCL AG/5,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
969,FY'2024-25,2024-08-01,AUG,EOU-Export,CONTINENTAL COMMODITIES,Balaji,AG,Small,Can,CCL AG/5,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
970,FY'2024-25,2024-08-01,AUG,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,DH18,,,,,Apapa,NIGERIA,AMEA,0.0,0.0,0.0,,
971,FY'2024-25,2024-08-01,AUG,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,DG11,,,,,Apapa,NIGERIA,AMEA,0.0,0.0,0.0,,
972,FY'2024-25,2024-08-01,AUG,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,G-3370,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
973,FY'2024-25,2024-08-01,AUG,EOU-Export,INDUS LIFE,Balaji,AG,Small,Jar,G-3370,,,,,Colombo,SRILANKA,Rest of Asia,0.0,0.0,0.0,,
974,FY'2024-25,2024-08-01,AUG,EOU-Export,INDUS LIFE,Balaji,AG,Small,Jar,G-3370,,,,,Colombo,SRILANKA,Rest of Asia,0.0,0.0,0.0,,
975,FY'2024-25,2024-08-01,AUG,EOU-Export,INDUS LIFE,Balaji,AG,Small,Jar,G-3370,,,,,Colombo,SRILANKA,Rest of Asia,0.0,0.0,0.0,,
976,FY'2024-25,2024-08-01,AUG,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,G-3370,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
977,FY'2024-25,2024-08-01,AUG,EOU-Export,INDUS LIFE,Balaji,AG,Small,Stick,G-3370,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
978,FY'2024-25,2024-08-01,AUG,EOU-Export,INDUS LIFE,Balaji,AG,Small,Can,DH18,,,,,Douala,CAMEROON,AMEA,0.0,0.0,0.0,,
979,FY'2024-25,2024-08-01,AUG,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
980,FY'2024-25,2024-08-01,AUG,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
981,FY'2024-25,2024-08-01,AUG,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
982,FY'2024-25,2024-08-01,AUG,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Can,DJ18,,,,,Ashgabat ,TURKMENISTAN,Rest of Asia,0.0,0.0,0.0,,
983,FY'2024-25,2024-08-01,AUG,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Can,DJ18,,,,,Ashgabat ,TURKMENISTAN,Rest of Asia,0.0,0.0,0.0,,
984,FY'2024-25,2024-08-01,AUG,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Can,DJ18,,,,,Ashgabat ,TURKMENISTAN,Rest of Asia,0.0,0.0,0.0,,
985,FY'2024-25,2024-08-01,AUG,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Jar,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
986,FY'2024-25,2024-08-01,AUG,EOU-Export,JFK INTERNATIONAL,Balaji,AG,Small,Jar,DJ18,,,,,Constanta,ROMANIA,CIS,0.0,0.0,0.0,,
987,FY'2024-25,2024-08-01,AUG,EOU-Export,CRASTAN S.P.A.,Balaji,SD,Bulk,Bulk,CCL SD/5,,,,,Genoa,ITALY,EU,18.75,14805000.0,148.05,,
988,FY'2024-25,2024-08-01,AUG,EOU-Export,BUTTERFIELD (M) SDN BHD,Balaji,SD,Bulk,Bulk,C-4052,,,,,Pasir Gudang,Malaysia,Rest of Asia,18.75,14175000.0,141.75,,
989,FY'2024-25,2024-08-01,AUG,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,India,INDIA,Rest of Asia,0.0,0.0,0.0,,
990,FY'2024-25,2024-08-01,AUG,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,India,INDIA,Rest of Asia,0.0,0.0,0.0,,
991,FY'2024-25,2024-08-01,AUG,EOU-Export,STE GOLDEN FOODS,Prabin,AG,Bulk,Bulk,DH69,,,,,Rades Port,TUNISIA,AMEA,18.75,8268750.0,82.6875,,
992,FY'2024-25,2024-08-01,AUG,EOU-Export,STE GOLDEN FOODS,Prabin,AG,Bulk,Bulk,DH-88,,,,,Rades Port,TUNISIA,AMEA,0.0,0.0,0.0,,
993,FY'2024-25,2024-08-01,AUG,EOU-Export,ALFAJER,Prabin,FD,Small,Jar,CCL FD/5,,,,,Al-Khums,Libya,AMEA,6.75,9383850.0,93.8385,,
994,FY'2024-25,2024-08-01,AUG,EOU-Export,ALFAJER,Prabin,FD,Small,Jar,CCL FD/5,,,,,Al-Khums,Libya,AMEA,7.0,8825880.0,88.2588,,
995,FY'2024-25,2024-08-01,AUG,EOU-Export,ALFAJER,Prabin,FD,Small,Jar,CCL FD/5,,,,,Al-Khums,Libya,AMEA,7.5,9002700.0,90.027,,
996,FY'2024-25,2024-08-01,AUG,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Jar,CCL FD/5,,,,,Jeddah,SAUDI ARABIA,AMEA,13.5,18144000.0,181.44,,
997,FY'2024-25,2024-08-01,AUG,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Jar,CCL FD/5,,,,,Jeddah,SAUDI ARABIA,AMEA,7.0,9114000.0,91.14,,
998,FY'2024-25,2024-08-01,AUG,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Jar,CCL FD/5,,,,,Jeddah,SAUDI ARABIA,AMEA,7.5,9450000.0,94.5,,
999,FY'2024-25,2024-08-01,AUG,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5509,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
1000,FY'2024-25,2024-08-01,AUG,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5509,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
1001,FY'2024-25,2024-08-01,AUG,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5509,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
1002,FY'2024-25,2024-08-01,AUG,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5510,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
1003,FY'2024-25,2024-08-01,AUG,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5510,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
1004,FY'2024-25,2024-08-01,AUG,EOU-Export,BHATBHATENI SUPERMARKET,Prabin,AG,Small,Jar,G-5510,,,,,Khatmandu,Nepal,Rest of Asia,0.0,0.0,0.0,,
1005,FY'2024-25,2024-08-01,AUG,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
1006,FY'2024-25,2024-08-01,AUG,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
1007,FY'2024-25,2024-08-01,AUG,EOU-Export,BM FOODS,Prabin,AG,Small,Jar,DA60,,,,,Umm Qasr,IRAQ,AMEA,0.0,0.0,0.0,,
